"phip" "maxpro" "cd2" "upd" "cor1" "design" "iteration"
"MaxPro94" 0.0279766715824747 31.5347130675889 1.13524749141296 0.0168942139640679 0.0456181769472909 "MaxPro" 95
"ud94" 0.0272544269157032 34.5734321863598 0.707536651606855 0.00878634522452661 0.00643292478735517 "ud" 95
"UniPro94" 0.0312114925442222 45.7533117955332 0.904270396645912 0.00851526847718241 0.00578159533855736 "UniPro" 95
"randomLHD94" 0.0344370052357071 100.559316426732 1.92263333625236 0.0320169622027765 0.0765739066371978 "randomLHD" 95
"maximin95" 0.0228558829339431 80.734438511668 1.28832442347888 0.0220956539577887 0.0292621056861563 "maximin" 96
"MaxPro95" 0.0277067050302256 31.8633684504145 1.0988596306921 0.0160127703954249 0.040118712745295 "MaxPro" 96
"ud95" 0.0268960969925692 35.9705840917404 0.712387154868988 0.00882776193770543 0.00798255307748979 "ud" 96
"UniPro95" 0.0318918916594838 41.8552691521586 0.91654054565089 0.0084618518163479 0.00555053244926663 "UniPro" 96
"randomLHD95" 0.0555899283530729 289.515341207623 2.13327524826719 0.0355413893442211 0.0892982720514366 "randomLHD" 96
"maximin96" 0.0233479743602526 69.2365971456957 1.28792941528508 0.0217047891768105 0.0342031679056995 "maximin" 97
"MaxPro96" 0.0279637284413238 31.7954257777977 1.17864887345069 0.0179174334813577 0.0448906637197776 "MaxPro" 97
"ud96" 0.0273677226170881 34.7565104846329 0.715491792663059 0.00881941102043766 0.005949032214855 "ud" 97
"UniPro96" 0.0326243196885946 46.748635115191 0.93840597843422 0.00850332956464431 0.00559155448395955 "UniPro" 97
"randomLHD96" 0.0535679522639303 113.288694576714 2.11625995715405 0.036854785253122 0.0754244524814145 "randomLHD" 97
"maximin97" 0.023240102687804 94.3165031588222 1.27752390461329 0.0218156006828243 0.030345422275802 "maximin" 98
"MaxPro97" 0.0272853030024089 32.0087158491082 1.10600102384888 0.0158969583662662 0.0394732435871676 "MaxPro" 98
"ud97" 0.0265824090384523 37.8012164157098 0.711798535503338 0.00896709430029362 0.0102211841135892 "ud" 98
"UniPro97" 0.0319041586249059 40.1634046804235 0.904857315972185 0.00848472038148217 0.00603358783738531 "UniPro" 98
"randomLHD97" 0.0489113035430048 102.966082123676 2.16392594794077 0.0383415624225034 0.0977429509075079 "randomLHD" 98
"maximin98" 0.0228800332674886 106.739134539823 1.20375740704246 0.0201033247690423 0.0196914138369835 "maximin" 99
"MaxPro98" 0.0280347848969919 32.3384031243465 1.26948816129597 0.0193046514117497 0.0534960819770946 "MaxPro" 99
"ud98" 0.0257608138764718 34.7688525372166 0.715011778210739 0.00883919077070729 0.00658194360726006 "ud" 99
"UniPro98" 0.0332738918835091 43.6012916034804 0.940662301232864 0.00847774057539386 0.00569787690040855 "UniPro" 99
"randomLHD98" 0.0349137890953244 106.609722258223 2.09816160508867 0.0362210223485475 0.0955093429776974 "randomLHD" 99
"maximin99" 0.0229535593064057 78.7345636114775 1.24508029384589 0.02106653582859 0.0239292411760766 "maximin" 100
"MaxPro99" 0.0271886535590079 31.9555090010807 1.17051963018049 0.0174534158857976 0.0427307280155381 "MaxPro" 100
"ud99" 0.0257919461087373 34.6412689345347 0.71210042013925 0.00878771415588481 0.00747773089545241 "ud" 100
"UniPro99" 0.03102959896907 39.8345414561855 0.909619230513914 0.0085122428773024 0.00575313106958677 "UniPro" 100
"randomLHD99" 0.0381877597571163 120.630760539761 2.06717407273624 0.034966943892217 0.0833676578929743 "randomLHD" 100
